Cre Account,Cre Name,PO No,Invoice No,Invoice total,Sub Total,Invoice Date,Uploaded Date
ADVANCEDL,Advanced Lighting Technologies,1539808,35009,181.26,161.12,30/05/2008,30:15.6
AFLEX,Aflex Cable Sales NZ,1522648,133584,1023.57,909.84,8/5/2008,30:15.6
AFLEX,Aflex Cable Sales NZ,1535158,134259,2560.62,2276.11,23/05/2008,30:15.6
ALCO,Alco Products,1518290,825640,1826.6,1623.64,2/5/2008,30:15.6
ALLSALES,Allsales Agencies Ltd,0,36811,-8.94,-7.95,22/05/2008,30:15.6
AMPY,Ampy Email (NZ) Ltd,1538029,IN115793,16.21,14.41,26/05/2008,30:15.6
ARROWH,Arrowhead Alarm Products Ltd,1522918,112324,93.94,83.5,8/5/2008,30:15.6
ASSOCIAT,Associated Insulation,1532560,195486,12528,11136,23/05/2008,30:15.6
ATCO,Tridonic Atco NZ Ltd,1531350,453277,324.45,288.4,19/05/2008,30:15.6
AUDIOP,Audio Products Group,1534124,551064:1,243,216,21/05/2008,30:15.6
BALCOM,Balcom Products Ltd,1535992,11852,113.2,100.62,22/05/2008,30:15.6
BOWERSW,B&W Bowers & Wilkens,1490384AC,39908,-1131.75,-1006,15/05/2008,30:15.6
BURKERT,Burket Contromatic NZ Ltd,1532188,821229,207.29,184.26,19/05/2008,30:15.6
CARREL,Carrel & Carrel Ltd,1539514,299360-00,178.76,158.9,30/05/2008,30:15.6
CHEMZ,Chemz Ltd,1535970,23055,128.25,114,23/05/2008,30:15.6
CLIPSAL,Clipsal Industries (NZ) Ltd,1518246,448037,34.16,30.36,2/5/2008,30:15.6
CLIPSAL,Clipsal Industries (NZ) Ltd,1338007AA,448728,-108.11,-96.1,7/5/2008,30:15.6
CLIPSAL,Clipsal Industries (NZ) Ltd,1524382,449560,43.12,38.33,12/5/2008,30:15.6
CLIPSAL,Clipsal Industries (NZ) Ltd,1526299,449984,868.26,771.79,13/05/2008,30:15.6
CLIPSAL,Clipsal Industries (NZ) Ltd,1514867AB,450925,64.5,57.33,19/05/2008,30:15.6
CLIPSAL,Clipsal Industries (NZ) Ltd,1464839AC,451636,-15.51,-13.79,22/05/2008,30:15.6
CLIPSAL,Clipsal Industries (NZ) Ltd,1524179AE,452239,18.9,16.8,26/05/2008,30:15.6
CLIPSAL,Clipsal Industries (NZ) Ltd,1436152AA,453226,-367.66,-326.81,30/05/2008,30:15.6
COMPDYNA,Computer Dynamics Limited,1522131,SIN538177,123.75,110,7/5/2008,30:15.6
COMPDYNA,Computer Dynamics Limited,1532554,SIN541199,38.35,34.09,19/05/2008,30:15.6
CONTACTINV,Contact Energy Invercargill,0,JUNE08INV,1097.66,975.7,6/6/2008,30:15.6
CSL,Cuthbert Stewart Ltd,1517188,467240,23.02,20.46,23/05/2008,30:15.6
CSL,Cuthbert Stewart Ltd,1524398,468753,93.93,83.49,9/5/2008,30:15.6
CSL,Cuthbert Stewart Ltd,1530602,470118,83.54,74.26,16/05/2008,30:15.6
CSL,Cuthbert Stewart Ltd,1535168,471363,146.54,130.26,22/05/2008,30:15.6
CSL,Cuthbert Stewart Ltd,1541463,472931,10.61,9.43,30/05/2008,30:15.6
DIFFUSER,Diffusers & Lighting Ltd,1493634AA,SC2070,-40.68,-36.16,14/05/2008,30:15.6
ECCO,Ecco NZ Ltd,1519780,873365,457.04,406.26,5/5/2008,30:15.6
ECCO,Ecco NZ Ltd,1537632,875163,103.78,92.25,26/05/2008,30:15.6
ELECTIMP,Electrical Importing Co Ltd,1522690,57609-D01,64.87,57.66,8/5/2008,30:15.6
ELECTRAD,Electrade New Zealand Ltd,1523459,767709,4950,4400,9/5/2008,30:15.6
ELECTREX,Electrex Manufacturing Ltd,1519339,113606,367.67,326.82,5/5/2008,30:15.6
ELECTREX,Electrex Manufacturing Ltd,0,CR113302,-135.54,-120.48,2/5/2008,30:15.6
ELECTROP,Electropar Ltd,1536891,9582,367.76,326.9,23/05/2008,30:15.6
ELECTSUP,Electrical Supply Corp,0,HC213117,-26.9,-23.91,29/05/2008,30:15.6
ELECTSUP,Electrical Supply Corp,1503754AB,HI722120,16.81,14.94,14/05/2008,30:15.6
ELECTSUP,Electrical Supply Corp,1522735,HI722854,39.35,34.98,8/5/2008,30:15.6
ELECTSUP,Electrical Supply Corp,1524203,HI723144,555.4,493.69,9/5/2008,30:15.6
ELECTSUP,Electrical Supply Corp,1528511,HI723939,214.99,191.1,14/05/2008,30:15.6
ELECTSUP,Electrical Supply Corp,1532909,HI724734,46.42,41.26,20/05/2008,30:15.6
ELECTSUP,Electrical Supply Corp,1536181,HI725451,48.52,43.13,23/05/2008,30:15.6
ELECTSUP,Electrical Supply Corp,1539725,HI726126,27.84,24.75,28/05/2008,30:15.6
ELECTUS,Electus Distribution,1521818,EN027941,40.8,36.27,7/5/2008,30:15.6
ELLIS,Ellis & Co Ltd,1508092,290387-1,604.8,537.6,2/5/2008,30:15.6
ENCLOSURE,Enclosure Technology Limited,1519191,18833,368.74,327.77,6/5/2008,30:15.6
ENERSAV,Enersave Products Ltd,1530774,30665,312.02,277.35,16/05/2008,30:15.6
EUROTEC,Eurotec Instruments Ltd,1520111,587306,172.13,153,7/5/2008,30:15.6
EUROTEC,Eurotec Instruments Ltd,1515688AA,CN206495,-23.63,-21,7/5/2008,30:15.6
EVEREADY,Eveready Energizer NZ Ltd,1505657,162200,10.8,9.6,30/05/2008,30:15.6
FANTECH,Fantech NZ Ltd,1493314AA,M07275,-689.18,-612.6,14/05/2008,30:15.6
FOX,Fox &Gunn Ltd,1217375,610304,989.09,879.17,28/02/2007,30:15.6
FOX,Fox &Gunn Ltd,1528628,693405,7.97,7.08,26/05/2008,30:15.6
GARTNER,Gartner Superlux Ltd,1507014AB,CRD31093,-200.88,-178.56,14/05/2008,30:15.6
GARTNER,Gartner Superlux Ltd,1520123,IN330396,59.17,52.6,7/5/2008,30:15.6
GARTNER,Gartner Superlux Ltd,1456702AB,IN331209,15.3,13.6,14/05/2008,30:15.6
GARTNER,Gartner Superlux Ltd,1537674,IN332318,1914.18,1701.49,26/05/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1439632,IN5/733167,6446.25,5730,13/02/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1506285AC,IN5/747075,3228.75,2870,2/5/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1516550AB,IN5/747814,3695.63,3285,7/5/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1524310,IN5/748575,2717.85,2415.87,12/5/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1520207AA,IN5/749171,293.04,260.48,14/05/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1529491,IN5/749812,6862.5,6100,16/05/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1532234,IN5/750268,194.43,172.83,20/05/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1535354,IN5/750855,4208.63,3741,22/05/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1514736AE,IN5/751494,1676.25,1490,26/05/2008,30:15.6
GENCABLE,General Cable NZ Ltd,1516542AA,IN5/752306,7166.25,6370,29/05/2008,30:15.6
GENERAL,General Electric International,1532958,NI133547,251.1,223.2,20/05/2008,30:15.6
GLOBELIN,Globelink Ltd,1539036,SI23673,109.89,97.68,27/05/2008,30:15.6
HALCYON,Halcyon Lighting Ltd,1521324AA,18200,-138.6,-123.2,13/05/2008,30:15.6
HALCYON,Halcyon Lighting Ltd,1522085,183424,42.75,38,7/5/2008,30:15.6
HAMER,Hamer Ltd,1510295AA,359769,146.11,129.88,6/5/2008,30:15.6
HAMER,Hamer Ltd,1532898,360670,90,80,20/05/2008,30:15.6
HAMER,Hamer Ltd,1523930AA,361563,33.46,29.74,29/05/2008,30:15.6
HENRYGEO,George Henry & Company Ltd,1527748AA,639284/A,70.88,63,15/05/2008,30:15.6
HILLSIG,Hills Signal Master,1529054,98247658,37.04,32.92,14/05/2008,30:15.6
HOBECA,Hobeca Trading Co Ltd,1516278AA,354377-00,23.94,21.28,6/5/2008,30:15.6
HOMELIGHT,Home Lighting Div Of Nimbus,1531105,2006242,177.86,158.1,16/05/2008,30:15.6
HPM,HPM NZ Ltd,1492873AA,1205668,327.49,291.1,7/5/2008,30:15.6
HPM,HPM NZ Ltd,1517784,1207598,29.14,25.9,15/05/2008,30:15.6
HPM,HPM NZ Ltd,1509054AC,1209256,147.38,131,23/05/2008,30:15.6
HPM,HPM NZ Ltd,1542590,1210727,5.92,5.26,30/05/2008,30:15.6
IFM,IFM Efector Pty Ltd,1528336,50012122,81.9,72.8,14/05/2008,30:15.6
IMPEL,Impel New Zealand Limited,1515869AA,90984253,-98.49,-87.55,23/05/2008,30:15.6
INTERSER,Interserv Sales Ltd,1528687,33495,369.16,328.14,14/05/2008,30:15.6
KENDER,Kenderdine Electrical Ltd,1534673,SIN409372,16.05,14.27,21/05/2008,30:15.6
LAMPSEX,Lamps Exclusively Ltd,1507719,104307,34.31,30.5,17/04/2008,30:15.6
LAMPSEX,Lamps Exclusively Ltd,1542192,105625,52.65,46.8,30/05/2008,30:15.6
LEEMA,Leema Management Ltd,1526056,59687,18,16,10/5/2008,30:15.6
LIGHT,Light Industry NZ 2005 Ltd,1515048,31169/01,109.35,97.2,20/05/2008,30:15.6
LIGHTIN,Lighting International Ltd,1520600,83770,201.38,179,6/5/2008,30:15.6
LIMIT,The Limit limited,1528656,N61217,331.88,295,14/05/2008,30:15.6
MAINFREI,Mainfreight Transport Ltd,0,RADEL822,171.7,152.62,30/05/2008,30:15.6
MAREX,Marexim Export Import Ltd,1528723,NZ52979/01,47.78,42.47,14/05/2008,30:15.6
MARLEY,Marley New Zealand Ltd,1517932,1836262,18929.43,16826.16,1/5/2008,30:15.6
MARLEY,Marley New Zealand Ltd,1530904,1841503,5.06,4.5,16/05/2008,30:15.6
MASER,Maser Communications (NZ) Ltd,1521056,120873,185.63,165,7/5/2008,30:15.6
MCCALLUMJ,J A McCallum & Sons Ltd,0,216133,16.15,14.36,2/5/2008,30:15.6
MERIT,Merit Li-Lin New Zealand Ltd,1529875,16253,3039.59,2701.86,16/05/2008,30:15.6
MODEMPA,Modempak,1524963,42688,245.32,218.06,9/5/2008,30:15.6
MULTI,Multistrut Ind Ltd,1523367,29914,53.87,47.88,8/5/2008,30:15.6
NHPELECT,N H P Electrical Engineering,1528718,AK714628,79.47,70.64,14/05/2008,30:15.6
NITRO,Nitro Ltd,1537610,243883,228.96,203.52,27/05/2008,30:15.6
NZINSUL,New Zealand Insulators Ltd,1525818,418686,310.77,276.24,12/5/2008,30:15.6
NZPOSTC,Express Couriers,0,5361908,16.91,15.03,21/05/2008,30:15.6
NZSOLENO,NZ Solenoid Co Ltd,1530104,181499,221.74,197.1,16/05/2008,30:15.6
OBERTECH,Obertech Group Limited,1540561,16680,262.35,233.2,28/05/2008,30:15.6
OLEX,Olex Cables New Zealand,1521143,275362,2531.25,2250,6/5/2008,30:15.6
OLEX,Olex Cables New Zealand,1532692,276763,105.22,93.53,20/05/2008,30:15.6
OLEX,Olex Cables New Zealand,1541519,277882,323.78,287.8,29/05/2008,30:15.6
OMRON,Omron Electronics Ltd,1521615,175521,163.22,145.08,6/5/2008,30:15.6
OMRON,Omron Electronics Ltd,1531139,176534,67.43,59.94,16/05/2008,30:15.6
OMRON,Omron Electronics Ltd,1540291,177586,292.26,259.79,28/05/2008,30:15.6
PATNICHO,Patience & Nicholson (nz) Ltd,1517679,1682146,63.01,56.01,2/5/2008,30:15.6
PHILIPS,Philips New Zealand Ltd,1486361AA,6351056322,9965.25,8858,2/4/2008,30:15.6
PHILIPS,Philips New Zealand Ltd,1500430AH,6351060557,112.5,100,6/5/2008,30:15.6
PHILIPS,Philips New Zealand Ltd,1523852,6351061264,136.69,121.5,9/5/2008,30:15.6
PHILIPS,Philips New Zealand Ltd,1529479,6351062045,117.25,104.22,15/05/2008,30:15.6
PHILIPS,Philips New Zealand Ltd,1533600,6351062849,581.94,517.28,21/05/2008,30:15.6
PHILIPS,Philips New Zealand Ltd,1493724AA,6351063479,624.38,555,26/05/2008,30:15.6
PHILIPS,Philips New Zealand Ltd,1540796,6351064277,339.08,301.4,29/05/2008,30:15.6
PHILIPS,Philips New Zealand Ltd,1491753AA,9351005242,-116.48,-103.54,16/05/2008,30:15.6
PIERLITE,Pierlite (NZ) Limited,1532116,46566,123.75,110,20/05/2008,30:15.6
POWERSAVE,Powersave Light Company Ltd,1523324,1785,635.01,564.45,8/5/2008,30:15.6
PROLUX,Prolux Ltd,1519160AA,10529,-61.65,-54.8,8/5/2008,30:15.6
PROLUX,Prolux Ltd,1530012,112259,313.54,278.7,15/05/2008,30:15.6
PROLUX,Prolux Ltd,1535358,112693,548.55,487.6,22/05/2008,30:15.6
PRYSMIAN,Pyrsmian Power Cables,1516809AA,5097003087,2610,2320,8/5/2008,30:15.6
PRYSMIAN,Pyrsmian Power Cables,1542219,5097003835,4288.34,3811.86,30/05/2008,30:15.6
RADIOLA,Radiola,1532826,492513,786.38,699,21/05/2008,30:15.6
REFRIG,Refrigeration Engineering Co,1531131,SIN795204,394.67,350.82,16/05/2008,30:15.6
ROCKWELL,Rockwell Automation (NZ) Ltd,1515080,I455733,394.03,350.25,1/5/2008,30:15.6
ROCKWELL,Rockwell Automation (NZ) Ltd,1527954,I457110,149.07,132.51,14/05/2008,30:15.6
ROCKWELL,Rockwell Automation (NZ) Ltd,1536628AA,I458546,37.76,33.56,29/05/2008,30:15.6
RSCOMP,R S Components Ltd,1531025,3145844,9.52,8.46,16/05/2008,30:15.6
SATELLITE,Satmax NZ Ltd,1539594,6895,1562.03,1388.47,29/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1513219AB,862450,254.93,226.6,1/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1517597,863654,20.14,17.9,1/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1518427,864703,9059.4,8052.8,2/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1520051,865767,159.37,141.66,5/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1521537,866805,367.88,327,6/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1522698,867601,137.77,122.46,7/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1510785AA,868519,3154.95,2804.4,8/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1524450,869534,1154.02,1025.8,9/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1525578,869905,1222.88,1087,12/5/2008,30:15.6
SCHNEIDE,Schneider Electric,1526414AA,870833,113.63,101,13/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1528798,871987,1682.04,1495.15,14/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1529676,872872,159.17,141.48,15/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1530608,873764,16.54,14.7,16/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1531654AA,874759,9.11,8.1,19/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1519073AE,875693,100.74,89.55,20/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1534319,876758,56.48,50.2,22/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1528491AA,877636,63.56,56.5,22/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1536862,878551,35.3,31.38,23/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1538297,879614,1263.13,1122.78,27/05/2008,30:15.6
SCHNEIDE,Schneider Electric,0,880766,748.41,665.26,28/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1539010,881735,866.7,770.4,30/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1373318AA,7299533,-68.06,-60.5,14/05/2008,30:15.6
SCHNEIDE,Schneider Electric,1514596AA,8614871,-45.23,-40.2,1/5/2008,30:15.6
SECURIMA,Securimax Limited,1521792,A306189,281.25,250,7/5/2008,30:15.6
SECURIMA,Securimax Limited,1529854,A307061,62.48,55.54,15/05/2008,30:15.6
SECURIMA,Securimax Limited,1538100,A307887,43.52,38.68,26/05/2008,30:15.6
SECURIMA,Securimax Limited,1529208,C166329,297.68,264.6,16/05/2008,30:15.6
SECURIMA,Securimax Limited,1538450AA,A307926/1,437.85,389.2,30/05/2008,30:15.6
SIEMENS,Siemens (NZ) Ltd,1532506,5510081890,40.5,36,21/05/2008,30:15.6
SIGSECCH,Signature Security Group,0,A1675573,36.06,32.05,4/6/2008,30:15.6
SKOPE,Skope Industries Limited,1293738,804807,1320.96,1174.19,30/05/2007,30:15.6
SMITH,Smiths Elements And Controls,1527007,45918,212.49,188.88,13/05/2008,30:15.6
SMITH,Smiths Elements And Controls,1523090AB,46514,-562.41,-499.92,23/05/2008,30:15.6
SPECTRON,Spectron New Zealand Limited,1520159,INV247626,66.08,58.74,5/5/2008,30:15.6
SREKA,Sreka Industries,1537811,57079,104.06,92.5,26/05/2008,30:15.6
STEWARTA,Andrew Stewart & Sons Ltd,1518745,2255602,288.7,256.62,6/5/2008,30:15.6
STEWARTA,Andrew Stewart & Sons Ltd,1540470,2277322,39.15,34.8,29/05/2008,30:15.6
STOKES,Stokes (New Zealand) Limited,1525478,87654,544.46,483.96,12/5/2008,30:15.6
SYLVANIA,SYLVANIA LIGHTING INTERNAT LTD,1500103,215041,1263.6,1123.2,9/4/2008,30:15.6
SYSTEMAC,Systemac,1539870,45516,162.9,144.8,28/05/2008,30:15.6
TEUBELB,Teubels Limited,0,41982,306.28,272.25,7/5/2008,30:15.6
THORN,Thorn Lighting (NZ) Ltd,1504770,39160,819.77,728.68,15/04/2008,30:15.6
THORN,Thorn Lighting (NZ) Ltd,1521174,40783,433.35,385.2,6/5/2008,30:15.6
THORN,Thorn Lighting (NZ) Ltd,1520486AA,41400,-223.59,-198.75,13/05/2008,30:15.6
THORN,Thorn Lighting (NZ) Ltd,1535402,42071,183.94,163.5,23/05/2008,30:15.6
THORN,Thorn Lighting (NZ) Ltd,1531176AB,42627,252,224,30/05/2008,30:15.6
TRADETEC,Trade Tech New Zealand Limited,1532366,813695,91.13,81,19/05/2008,30:15.6
TRANSNET,Trans Net NZ Ltd,1521127,163757,164.25,146,6/5/2008,30:15.6
TRANSNET,Trans Net NZ Ltd,1541704,165994,81.56,72.5,29/05/2008,30:15.6
UNI/ACS,Unistrut ACS,1455085AB,48001690,3.69,3.28,17/04/2008,30:15.6
UNI/ACS,Unistrut ACS,1531643,48004423,6.75,6,19/05/2008,30:15.6
UNIPRO,Unipro Industrial Electrical,1517775,10749,78.84,70.08,1/5/2008,30:15.6
VOSSLOH,Vossloh Schwabe Deutschland Gm,1527389,359,106.88,95,13/05/2008,30:15.6
VYNCO,Vynco Industries (NZ) Ltd,1515323AA,140662,961.88,855,1/5/2008,30:15.6
VYNCO,Vynco Industries (NZ) Ltd,1516296AB,141267,179.82,159.84,8/5/2008,30:15.6
VYNCO,Vynco Industries (NZ) Ltd,1526200AB,141740,15.59,13.86,12/5/2008,30:15.6
VYNCO,Vynco Industries (NZ) Ltd,1531362AA,142338,2307.83,2051.41,19/05/2008,30:15.6
VYNCO,Vynco Industries (NZ) Ltd,1535309,142836,1759.06,1563.61,22/05/2008,30:15.6
VYNCO,Vynco Industries (NZ) Ltd,1533293AA,143324,345.33,306.96,28/05/2008,30:15.6
VYNCO,Vynco Industries (NZ) Ltd,1542418AB,143878,32.7,29.07,30/05/2008,30:15.6
WRIGHTSD,Wrights Drycleaners Ltd,0,65114,20.48,18.2,15/05/2008,30:15.6
ABBLTD,ABB Ltd,1077012,88597,459.34,408.3,10/7/2006,31:34.0
ABBLTD,ABB Ltd,1234748,100292,141.08,125.4,26/03/2007,31:34.0
ABBLTD,ABB Ltd,1378654,110215,137.03,121.8,23/10/2007,31:34.0
ABBLTD,ABB Ltd,1443195,114200,326.25,290,23/01/2008,31:34.0
ABER,A Brown Energy Resources Ltd,1328915,337643/01,42.82,38.06,10/8/2007,31:34.0
ACCENTT,Accent Tools Ltd,1047265,133903-D01,198.88,176.78,25/05/2006,31:34.0
ACCENTT,Accent Tools Ltd,1186584,160541-D01,339.76,302,4/1/2007,31:34.0
ACCENTT,Accent Tools Ltd,1318766,187197-D01,42.75,38,27/07/2007,31:34.0
ACCENTT,Accent Tools Ltd,1433426,208583-D01,107.44,95.5,9/1/2008,31:34.0
ACCENTW,Accent on Wine,0,262692,1009.2,897.07,25/03/2008,31:34.0
ACME,Acme Office Supplies Ltd,1071511,5537,48.97,43.52,30/06/2006,31:34.0
ACME,Acme Office Supplies Ltd,0,HN016324,134.78,119.8,8/11/2006,31:34.0
ACTIVET,Active Technologies Ltd,1448816,702080,1176.41,1045.7,1/2/2008,31:34.0
ADCORP,Adcorp New Zealand Ltd,0,MA63080,299.09,265.86,29/02/2008,31:34.0
ADD,ADD LIGHTING (NZ) LTD,1151147AA,52163,74.93,66.6,3/11/2006,31:34.0
ADDLIGHT,Add Lighting Limited,1378921,565,125.39,111.46,24/10/2007,31:34.0
ADVANCE,Advance Electrical Wholesalers,1260419,138048,186.91,166.14,27/04/2007,31:34.0
ADVANCEDL,Advanced Lighting Technologies,1056849AA,28078,492.18,437.49,9/6/2006,31:34.0
ADVANCEDL,Advanced Lighting Technologies,1162521,29745,98.72,87.75,22/11/2006,31:34.0
ADVANCEDL,Advanced Lighting Technologies,1273645,31454,109.69,97.5,28/05/2007,31:34.0
ADVANCEDL,Advanced Lighting Technologies,1348743,32787,32.36,28.76,14/09/2007,31:34.0
ADVANCEDL,Advanced Lighting Technologies,1442801,33817,767.88,682.56,25/01/2008,31:34.0
ADVANCEDL,Advanced Lighting Technologies,0,CR1998,-49.37,-43.88,28/04/2006,31:34.0
ADVANCEP,Advance Electrical Whol Poriru,1107708,528436,230.56,204.94,23/08/2006,31:34.0
ADVANCEP,Advance Electrical Whol Poriru,0,568013,127.65,113.47,28/01/2008,31:34.0
ADVANTAGEP,Advantage Power Systems,1034771,12635,110.93,98.6,8/5/2006,31:34.0
AEGIS,Aegis Instruments NZ Ltd,1352583AA,100860,309.38,275,20/09/2007,31:34.0
AEROFAST,AEROFAST TIEDOWNS,1268268,50402,63,56,16/05/2007,31:34.0
AEROFASTT,Aerofast Tiedowns Ltd,1494007,16297,40.83,36.29,2/4/2008,31:34.0
AESTHE,Aesthetics Lighting Limited,1214763,21327,49432.58,43940.07,13/04/2007,31:34.0
AFLEX,Aflex Cable Sales NZ,973614,97665,120.94,107.5,13/01/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,983595,98574,127.93,113.72,3/2/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,993219,99344,39.22,34.86,22/02/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1002286,100105,49.25,43.78,10/3/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,0,100927,108.56,96.5,30/03/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1024555,101705,231.5,205.78,20/04/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1037208,102554,1224,1088,11/5/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1050201,103385,2025.9,1800.8,30/05/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1064590,104307,1692.67,1504.6,22/06/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1075418,105030,631.8,561.6,7/7/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1086936,105790,21.71,19.3,25/07/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1098810,106613,166.72,148.2,16/08/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1112964,107607,1000.8,889.6,5/9/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1125777,108418,506.25,450,25/09/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1145031,109651,247.5,220,26/10/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1162114,110838,238,211.56,23/11/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1176519,111593,528.3,469.6,12/12/2006,31:34.0
AFLEX,Aflex Cable Sales NZ,1187027,112343,168.07,149.4,10/1/2007,31:34.0
AFLEX,Aflex Cable Sales NZ,1199655,113091,46.12,41,30/01/2007,31:34.0
AFLEX,Aflex Cable Sales NZ,1210022,113809,41.96,37.3,16/02/2007,31:34.0
AFLEX,Aflex Cable Sales NZ,1220441,114533,563.62,501,7/3/2007,31:34.0
AFLEX,Aflex Cable Sales NZ,1231377,115277,592.65,526.8,21/03/2007,31:34.0
